Production_Budget_INR_Cr,Marketing_Budget_INR_Cr,Release_Month,Popularity_Score,Runtime_Minutes,Star_Success_Factor,Genre,Primary_Language,Diaspora_Strength_Score,Origin,India_Gross_INR_Cr,International_Gross_INR_Cr
151.97,7.74,6,58,148,6,Action (Masala),Hindi,0,Indian,298.21,139.64
32.36,8.36,11,52,143,3,Rom-Com,Telugu,2,Indian,44.48,33.18
19.05,4.84,4,78,144,8,Horror/Thriller,English,4,Indian,32.79,27.46
102.61,28.48,2,65,140,4,Drama,Tamil,6,Indian,109.31,150.1
19.59,8.15,9,57,136,4,Superhero,Telugu,3,Indian,423.66,44.64
85.73,22.06,3,94,139,6,Rom-Com,Others,6,Indian,183.01,130.31
410.96,125.41,5,80,140,8,Historical Epic,English,7,Hollywood,798.6,5215.77
128.23,33.68,5,58,130,3,Drama,Hindi,3,Indian,214.35,154.46
3.56,3.86,7,54,124,3,Thriller,Hindi,0,Indian,10.88,5.19
537.28,70.15,6,66,164,4,Horror/Thriller,English,7,Hollywood,204.68,1681.05
306.39,49.58,3,61,144,5,Sci-Fi/Action,English,6,Hollywood,380.51,1091.95
25.02,0.5,8,60,126,6,Superhero,Hindi,2,Indian,91.53,43.18
2311.98,427.62,12,82,105,5,Horror/Thriller,English,6,Hollywood,1200.8,3969.26
178.87,48.62,1,56,121,4,Action (Masala),English,2,Hollywood,263.9,473.59
87.82,20.2,5,41,115,2,Historical Epic,English,4,Hollywood,86.74,503.01
40.04,12.5,2,87,127,9,Historical Epic,Hindi,4,Indian,152.35,101.62
321.31,60.67,4,50,106,4,Rom-Com,English,3,Hollywood,259.72,667.78
50.14,15.88,10,70,113,6,Sci-Fi/Action,Hindi,2,Indian,171.33,95.31
26.51,6.08,2,84,124,7,Thriller,Hindi,6,Indian,53.81,54.92
48.53,1.53,8,57,115,4,Historical Epic,Hindi,2,Indian,107.33,50.0
14.75,9.37,9,53,144,4,Horror/Thriller,Hindi,7,Indian,23.27,27.21
9.91,4.54,1,59,110,6,Animated,English,2,Indian,24.79,22.57
24.18,5.11,3,86,120,9,Animated,Telugu,6,Indian,72.55,39.04
35.13,8.12,5,75,132,7,Sci-Fi/Action,Others,5,Indian,157.22,70.71
24.65,7.01,5,74,85,9,Sci-Fi/Action,Telugu,5,Indian,105.51,75.77
53.72,15.03,5,74,145,7,Animated,Others,5,Indian,170.07,97.85
26.34,9.92,10,47,143,4,Historical Epic,Hindi,4,Indian,93.19,66.56
12.89,0.5,12,47,150,5,Sci-Fi/Action,Hindi,0,Indian,35.69,19.71
47.64,9.17,8,53,150,7,Superhero,Others,2,Indian,150.9,74.49
138.55,13.99,6,86,128,8,Historical Epic,English,6,Hollywood,231.84,872.65
42.97,7.86,7,61,123,6,Fantasy/Adventure,Telugu,3,Indian,94.99,66.6
72.35,17.06,4,45,141,2,Thriller,Telugu,4,Indian,52.44,58.04
42.43,9.93,10,81,161,8,Superhero,Telugu,4,Indian,193.04,132.56
366.08,74.08,3,98,121,7,Animated,Telugu,0,Indian,660.08,378.69
246.93,12.43,10,24,129,1,Horror/Thriller,English,9,Hollywood,110.27,614.98
290.78,114.9,4,64,132,5,Drama,English,4,Hollywood,224.46,1756.84
30.88,4.34,1,46,124,2,Superhero,Hindi,2,Indian,75.53,51.88
17.27,3.25,5,39,130,2,Action (Masala),Hindi,7,Indian,43.76,41.6
257.16,37.65,5,80,122,8,Thriller,Telugu,4,Indian,720.4,245.75
87.68,30.89,2,47,142,1,Thriller,English,4,Hollywood,58.74,398.25
36.45,4.9,10,64,150,5,Rom-Com,Hindi,4,Indian,98.5,51.45
159.32,44.98,4,57,164,3,Rom-Com,English,7,Hollywood,95.07,814.9
23.46,3.05,3,86,100,7,Fantasy/Adventure,Others,6,Indian,67.94,54.48
127.05,35.83,2,74,160,9,Sci-Fi/Action,English,5,Hollywood,263.17,1126.73
106.89,29.36,1,52,115,4,Superhero,English,8,Hollywood,156.37,1300.76
24.89,4.93,5,82,128,6,Superhero,Hindi,2,Indian,95.18,58.05
5.58,2.17,3,55,167,6,Animated,Telugu,1,Indian,16.42,7.68
33.11,7.49,7,82,164,8,Animated,Telugu,4,Indian,91.48,35.14
179.26,29.2,11,67,121,5,Horror/Thriller,English,7,Hollywood,123.84,771.94
18.61,1.29,6,62,124,8,Superhero,Tamil,2,Indian,60.41,27.59
25.55,5.53,5,70,133,10,Action (Masala),Tamil,3,Indian,137.55,63.69
18.03,0.5,8,55,151,5,Action (Masala),Hindi,0,Indian,251.28,24.39
62.69,14.28,6,43,145,4,Rom-Com,English,4,Hollywood,40.91,226.12
34.83,0.5,4,50,125,4,Animated,English,5,Indian,35.46,55.99
30.75,9.27,10,88,102,10,Fantasy/Adventure,Hindi,0,Indian,191.36,78.32
28.81,11.33,7,70,159,10,Horror/Thriller,Hindi,1,Indian,72.22,22.41
44.41,13.81,8,53,147,4,Historical Epic,English,6,Hollywood,43.97,332.31
269.73,56.91,11,70,138,3,Action (Masala),Hindi,7,Indian,636.32,483.29
12.35,3.73,12,71,112,9,Sci-Fi/Action,Telugu,0,Indian,53.3,20.16
75.99,1.97,5,49,124,5,Fantasy/Adventure,Telugu,0,Indian,102.83,92.66
79.38,15.71,1,60,147,6,Sci-Fi/Action,Hindi,3,Indian,248.45,141.83
6.51,0.5,4,65,122,3,Animated,Hindi,2,Indian,10.46,8.41
62.37,4.12,7,71,136,7,Historical Epic,Hindi,6,Indian,136.08,110.77
21.43,0.5,9,75,124,7,Fantasy/Adventure,Tamil,2,Indian,43.05,34.02
9.46,6.88,4,70,102,5,Fantasy/Adventure,Tamil,3,Indian,35.13,21.55
30.83,1.29,3,47,119,5,Drama,English,0,Indian,38.96,29.75
61.38,17.21,10,61,143,2,Horror/Thriller,Telugu,8,Indian,88.28,89.67
30.99,3.47,4,64,121,5,Drama,Hindi,2,Indian,54.99,19.61
231.2,63.76,11,69,123,6,Rom-Com,Telugu,4,Indian,383.71,295.81
68.11,11.54,8,62,132,4,Drama,English,5,Indian,97.49,117.46
87.63,17.38,12,72,133,8,Historical Epic,Tamil,6,Indian,270.13,173.4
28.22,7.23,8,50,135,4,Animated,Telugu,3,Indian,47.15,41.82
10.13,3.98,5,48,136,3,Superhero,Others,6,Indian,35.77,29.92
3.22,2.49,4,63,106,5,Superhero,Hindi,2,Indian,19.03,9.73
331.51,33.53,3,59,123,3,Sci-Fi/Action,English,6,Hollywood,251.02,1372.0
80.97,8.13,1,83,168,7,Animated,Hindi,5,Indian,238.24,102.09
21.29,6.96,12,69,158,6,Superhero,Tamil,6,Indian,106.05,90.14
47.04,7.32,12,32,140,1,Thriller,Hindi,1,Indian,58.46,46.16
29.65,5.19,7,79,117,8,Sci-Fi/Action,Tamil,2,Indian,88.65,58.94
51.44,0.5,12,43,110,4,Historical Epic,English,0,Indian,102.47,78.05
22.35,6.5,3,86,133,9,Animated,Hindi,0,Indian,86.91,25.33
22.75,1.49,10,53,118,3,Action (Masala),Tamil,2,Indian,63.44,53.85
45.44,6.33,1,63,152,5,Drama,Tamil,4,Indian,61.43,43.53
663.87,143.37,12,58,170,4,Rom-Com,English,2,Hollywood,445.13,2870.23
53.81,9.5,12,57,150,6,Sci-Fi/Action,Hindi,7,Indian,130.92,118.06
57.78,14.26,2,43,142,1,Rom-Com,Tamil,1,Indian,50.28,59.07
30.43,2.3,2,50,155,4,Animated,English,2,Indian,40.19,35.34
185.26,31.52,1,64,137,3,Sci-Fi/Action,Hindi,6,Indian,349.74,390.85
75.2,19.11,1,61,135,4,Fantasy/Adventure,Hindi,6,Indian,164.23,150.89
1112.07,371.88,8,71,122,5,Action (Masala),English,4,Hollywood,2849.01,12442.42
230.02,63.39,1,55,113,1,Fantasy/Adventure,English,10,Hollywood,183.61,1784.14
19.06,3.78,10,73,122,6,Superhero,Telugu,1,Indian,85.92,56.81
44.15,9.75,3,38,98,6,Superhero,Telugu,0,Indian,143.91,50.39
7.45,0.5,12,50,135,4,Thriller,Tamil,5,Indian,12.05,13.42
38.37,9.66,3,51,147,3,Fantasy/Adventure,Tamil,3,Indian,71.86,33.23
57.6,5.44,4,55,147,6,Historical Epic,Telugu,6,Indian,95.41,79.84
1306.12,185.02,4,76,109,4,Sci-Fi/Action,English,5,Hollywood,1252.24,7735.98
22.36,6.26,8,38,108,1,Horror/Thriller,Hindi,5,Indian,21.04,23.39
26.53,6.28,12,91,143,8,Horror/Thriller,Hindi,4,Indian,77.4,43.36
34.04,9.22,1,90,135,9,Rom-Com,English,2,Indian,117.12,74.55
3.93,0.5,9,57,133,5,Animated,Hindi,7,Indian,7.89,9.08
101.46,23.26,1,75,148,6,Rom-Com,English,4,Hollywood,85.34,538.79
344.61,36.37,6,81,130,8,Horror/Thriller,English,5,Hollywood,254.67,1212.34
98.05,16.97,4,56,139,6,Superhero,Hindi,6,Indian,230.25,194.77
20.02,8.51,12,63,135,5,Rom-Com,Hindi,5,Indian,56.64,50.9
100.47,18.81,5,76,107,5,Superhero,Others,4,Indian,236.65,252.32
12.39,0.5,1,49,173,4,Animated,Hindi,8,Indian,23.49,22.53
12.69,6.46,3,63,133,6,Drama,Tamil,2,Indian,30.0,12.79
21.03,3.88,10,65,134,4,Animated,Hindi,0,Indian,53.43,28.79
54.38,15.34,12,72,128,4,Animated,English,6,Hollywood,80.9,563.06
18.78,6.67,7,42,147,2,Animated,Tamil,3,Indian,25.16,28.98
17.1,0.5,8,100,156,9,Fantasy/Adventure,Hindi,9,Indian,61.42,53.15
186.42,22.9,4,52,138,5,Rom-Com,English,5,Hollywood,165.65,620.0
31.37,17.21,3,67,150,3,Thriller,Hindi,0,Indian,53.6,37.91
46.82,9.99,12,73,126,6,Sci-Fi/Action,Others,1,Indian,135.55,100.27
149.98,30.01,1,49,130,5,Horror/Thriller,English,4,Hollywood,130.64,370.92
202.74,20.96,10,66,126,6,Thriller,English,3,Hollywood,267.81,680.31
113.67,6.15,3,66,142,4,Fantasy/Adventure,Tamil,6,Indian,254.1,183.5
96.13,23.99,2,74,125,5,Animated,English,3,Hollywood,115.53,441.94
139.17,38.95,2,86,135,8,Fantasy/Adventure,English,6,Indian,384.15,327.77
53.97,10.15,8,60,121,6,Historical Epic,Others,0,Indian,129.44,51.6
66.1,19.33,11,51,134,5,Historical Epic,Hindi,4,Indian,158.0,95.41
15.57,0.5,10,68,162,5,Rom-Com,Hindi,3,Indian,29.02,22.47
119.06,26.08,9,39,140,4,Animated,Tamil,3,Indian,204.77,130.01
36.37,7.94,2,60,132,3,Animated,Telugu,4,Indian,57.98,134.8
67.3,7.62,6,53,148,4,Thriller,Tamil,0,Indian,81.13,55.41
148.34,38.4,1,65,97,5,Superhero,English,8,Indian,379.24,576.29
24.91,8.63,5,41,158,3,Thriller,Tamil,3,Indian,43.57,33.58
623.15,153.62,1,93,174,4,Drama,English,4,Hollywood,1056.57,3118.84
12.93,7.25,9,79,134,10,Historical Epic,Hindi,0,Indian,72.92,21.9
24.04,4.38,5,68,151,5,Superhero,Hindi,2,Indian,99.03,49.43
34.61,8.47,6,49,127,2,Superhero,Hindi,0,Indian,85.64,37.23
140.46,34.28,2,78,103,3,Fantasy/Adventure,Hindi,4,Indian,1518.67,337.6
143.79,32.07,12,68,146,5,Rom-Com,English,5,Hollywood,206.38,620.23
26.74,7.28,12,46,121,4,Horror/Thriller,English,3,Indian,40.78,46.73
384.56,80.52,7,58,115,2,Horror/Thriller,English,6,Hollywood,158.52,2458.78
57.18,7.68,9,48,121,6,Fantasy/Adventure,Hindi,0,Indian,118.67,51.08
15.66,3.75,1,39,145,2,Action (Masala),English,5,Indian,30.04,49.62
50.49,11.94,4,86,126,7,Drama,Hindi,2,Indian,105.86,61.47
19.62,6.16,12,87,149,8,Superhero,Others,0,Indian,152.9,44.31
28.85,2.08,7,42,100,3,Action (Masala),Telugu,1,Indian,48.01,33.2
124.26,35.83,8,52,159,3,Rom-Com,English,4,Hollywood,66.67,648.96
26.48,5.99,12,52,153,4,Rom-Com,Others,0,Indian,53.0,26.35
15.89,4.79,6,50,153,4,Animated,Tamil,2,Indian,25.66,19.04
34.84,16.26,5,81,116,7,Drama,Hindi,3,Indian,123.75,62.26
43.02,11.21,3,53,167,4,Thriller,Hindi,3,Indian,64.02,28.14
19.54,6.36,7,76,115,6,Horror/Thriller,Tamil,2,Indian,43.3,21.42
35.91,9.28,10,63,152,7,Drama,Hindi,3,Indian,108.09,50.9
680.72,156.33,4,68,120,5,Action (Masala),English,3,Hollywood,690.23,1625.05
4.16,1.97,10,57,123,4,Fantasy/Adventure,Hindi,4,Indian,18.21,12.53
43.04,13.02,7,52,144,6,Fantasy/Adventure,Hindi,2,Indian,84.89,46.13
59.05,7.54,10,80,155,6,Animated,Hindi,2,Indian,214.36,95.91
20.41,7.07,12,54,148,2,Thriller,Others,1,Indian,32.99,30.47
6.69,4.07,2,62,169,7,Historical Epic,Hindi,0,Indian,24.19,11.18
250.54,74.64,8,83,138,9,Rom-Com,English,4,Hollywood,372.16,1623.99
178.76,40.29,4,36,139,2,Thriller,English,8,Hollywood,85.37,658.62
74.67,12.24,5,47,141,2,Rom-Com,Hindi,5,Indian,79.57,93.48
38.94,7.23,7,57,155,5,Action (Masala),Others,1,Indian,93.41,61.0
130.93,8.33,4,61,123,9,Superhero,English,5,Hollywood,229.91,928.2
24.8,6.08,10,58,112,5,Action (Masala),Tamil,0,Indian,80.71,51.28
46.19,19.69,12,60,145,9,Sci-Fi/Action,Hindi,2,Indian,227.04,74.64
69.65,18.11,3,67,111,9,Rom-Com,Telugu,0,Indian,188.91,44.62
38.12,4.18,5,55,144,3,Superhero,Telugu,3,Indian,108.15,76.65
24.43,5.49,10,51,122,4,Rom-Com,Hindi,5,Indian,58.99,44.14
169.6,18.02,6,66,131,8,Sci-Fi/Action,English,7,Hollywood,319.3,1096.55
69.9,7.68,1,61,142,3,Superhero,English,6,Hollywood,67.61,570.36
164.32,21.99,5,73,110,8,Sci-Fi/Action,English,9,Hollywood,364.83,1047.63
27.1,8.39,8,68,132,4,Horror/Thriller,Hindi,1,Indian,39.57,25.02
29.64,12.56,11,62,136,6,Thriller,Tamil,2,Indian,56.88,33.18
21.86,3.97,9,44,135,6,Rom-Com,English,7,Hollywood,25.87,127.2
14.73,1.26,9,69,142,5,Historical Epic,Hindi,0,Indian,44.04,12.9
60.6,15.2,12,59,126,7,Animated,Hindi,5,Indian,136.94,103.92
23.91,4.92,9,82,156,8,Animated,Hindi,0,Indian,75.23,25.54
86.85,4.69,4,63,119,7,Historical Epic,English,4,Hollywood,145.75,453.76
24.08,4.57,10,95,143,9,Historical Epic,Telugu,6,Indian,99.27,74.54
57.31,0.5,11,74,165,4,Sci-Fi/Action,Tamil,0,Indian,102.8,72.23
128.05,21.2,7,78,101,8,Horror/Thriller,Hindi,0,Indian,189.93,88.58
2257.15,491.72,8,66,113,1,Rom-Com,English,5,Hollywood,797.52,3617.72
15.38,0.5,8,62,164,6,Historical Epic,Hindi,4,Indian,37.52,30.95
98.23,30.09,2,77,121,8,Drama,Hindi,4,Indian,268.36,125.14
45.18,8.38,4,53,131,2,Horror/Thriller,Tamil,5,Indian,38.91,47.43
73.69,16.94,12,73,153,3,Horror/Thriller,Hindi,3,Indian,97.38,80.57
44.33,7.36,9,35,165,3,Historical Epic,Others,3,Indian,77.22,60.67
14.31,4.31,10,55,172,3,Animated,Tamil,0,Indian,29.86,21.3
17.65,7.73,10,45,161,5,Superhero,English,7,Hollywood,45.09,274.94
55.82,9.52,12,42,127,4,Historical Epic,English,6,Hollywood,77.08,415.05
302.22,23.23,10,60,103,7,Rom-Com,English,8,Hollywood,674.89,1810.1
108.34,6.77,7,48,132,3,Horror/Thriller,Hindi,4,Indian,77.71,73.87
168.54,18.61,10,51,125,5,Historical Epic,English,4,Hollywood,174.67,996.38
166.04,38.97,12,78,133,9,Drama,Hindi,5,Indian,401.09,236.27
21.28,3.99,9,63,136,5,Thriller,Hindi,0,Indian,41.16,18.34
445.13,75.22,5,67,127,5,Horror/Thriller,English,9,Hollywood,261.84,1493.33
21.78,0.5,12,50,133,6,Horror/Thriller,Others,2,Indian,30.04,18.49
1093.44,385.53,7,84,137,5,Superhero,English,5,Hollywood,2648.31,14035.33
29.47,3.46,5,52,131,6,Superhero,Hindi,0,Indian,130.97,45.03
30.9,4.51,1,69,136,10,Action (Masala),Hindi,2,Indian,99.93,74.14
60.27,8.95,3,63,135,8,Action (Masala),Hindi,5,Indian,214.0,86.35
26.13,6.14,7,76,105,4,Thriller,Tamil,0,Indian,44.6,27.38
664.81,120.76,12,83,140,9,Fantasy/Adventure,Tamil,2,Indian,4144.7,431.6
29.95,13.23,3,75,154,8,Horror/Thriller,English,8,Hollywood,40.03,168.43
31.64,8.92,2,45,168,5,Drama,Hindi,4,Indian,46.02,26.33
5.14,2.09,4,52,147,2,Thriller,Hindi,7,Indian,7.37,10.01
6.99,0.5,11,54,101,5,Rom-Com,Hindi,4,Indian,14.13,9.52
12.11,1.24,5,20,154,2,Drama,Tamil,0,Indian,12.58,7.1
25.6,3.32,2,55,110,6,Sci-Fi/Action,Tamil,6,Indian,46.54,51.65
33.03,0.5,8,66,109,8,Fantasy/Adventure,Hindi,2,Indian,62.67,39.86
74.68,9.59,9,63,153,6,Horror/Thriller,English,4,Hollywood,39.45,258.73
25.77,4.66,6,57,165,5,Thriller,Hindi,1,Indian,46.54,25.82
237.19,32.88,11,34,146,2,Action (Masala),English,3,Hollywood,248.59,979.04
35.31,3.71,5,71,139,6,Fantasy/Adventure,Others,1,Indian,91.2,49.02
256.2,48.93,10,66,159,4,Rom-Com,English,9,Hollywood,463.8,2284.65
30.03,3.77,10,64,104,4,Drama,Hindi,0,Indian,61.86,27.88
146.53,40.39,12,76,126,5,Horror/Thriller,English,10,Hollywood,127.74,1456.73
766.12,209.9,9,69,135,2,Action (Masala),Others,8,Indian,1654.37,672.84
40.21,5.54,9,68,136,6,Animated,Tamil,0,Indian,97.21,33.81
49.39,15.67,3,56,129,6,Sci-Fi/Action,Tamil,5,Indian,128.87,73.26
15.44,0.5,6,47,154,4,Superhero,Telugu,3,Indian,38.77,25.09
66.15,17.56,10,63,105,5,Animated,English,5,Indian,147.03,395.85
17.26,3.53,5,56,121,5,Rom-Com,Tamil,2,Indian,31.35,25.5
14.68,4.88,10,73,129,6,Fantasy/Adventure,Tamil,8,Indian,57.49,52.12
31.91,8.98,9,62,156,8,Superhero,English,4,Hollywood,90.69,301.18
421.24,104.55,8,78,138,5,Fantasy/Adventure,Tamil,2,Indian,546.53,236.46
533.91,42.9,6,76,111,6,Thriller,English,4,Hollywood,317.61,3085.61
31.7,5.81,11,59,111,1,Sci-Fi/Action,Hindi,1,Indian,55.1,40.58
44.69,11.93,7,62,147,5,Sci-Fi/Action,Hindi,4,Indian,104.2,80.49
49.96,6.05,8,34,119,3,Horror/Thriller,Tamil,6,Indian,42.65,35.01
6.47,0.5,11,79,143,8,Action (Masala),Hindi,0,Indian,32.0,9.8
7.1,0.5,10,55,116,5,Animated,Hindi,5,Indian,21.76,14.17
17.66,0.5,12,38,158,1,Horror/Thriller,English,10,Hollywood,9.58,82.25
13.85,3.98,4,47,132,1,Rom-Com,Hindi,1,Indian,14.41,14.97
346.27,89.64,6,60,155,6,Thriller,English,5,Hollywood,313.3,1584.07
7.83,8.03,9,48,138,4,Animated,Hindi,6,Indian,20.9,18.05
922.27,209.91,1,70,152,4,Action (Masala),English,7,Hollywood,1106.26,2978.94
7.17,0.5,1,44,125,3,Fantasy/Adventure,Hindi,0,Indian,14.59,9.6
9.39,1.87,1,60,152,5,Action (Masala),Hindi,3,Indian,28.03,21.61
12.28,0.88,10,46,156,5,Superhero,Tamil,3,Indian,33.4,30.64
72.08,19.18,1,81,140,10,Superhero,English,5,Hollywood,216.2,422.65
831.77,43.96,2,43,166,2,Superhero,English,3,Hollywood,456.54,4702.77
16.38,5.54,8,63,124,4,Action (Masala),Telugu,2,Indian,33.1,35.58
120.42,8.11,8,63,132,6,Drama,English,4,Indian,172.29,131.7
32.28,11.86,2,50,128,1,Rom-Com,Hindi,5,Indian,56.23,41.36
74.55,10.19,12,72,151,7,Horror/Thriller,Hindi,6,Indian,162.78,79.18
127.74,21.6,10,89,113,7,Action (Masala),Hindi,5,Indian,466.42,300.97
24.04,4.91,2,86,99,8,Horror/Thriller,Tamil,5,Indian,51.9,26.55
24.93,3.68,9,75,176,7,Horror/Thriller,Telugu,2,Indian,40.64,25.59
203.55,60.5,11,46,160,3,Animated,English,6,Hollywood,213.69,578.0
35.84,5.65,11,52,127,4,Thriller,Hindi,8,Indian,53.02,52.05
794.05,193.48,4,64,172,5,Drama,English,7,Hollywood,621.83,2257.76
256.47,13.65,10,53,125,6,Thriller,Telugu,5,Indian,272.62,393.75
13.2,1.41,9,61,131,6,Animated,Telugu,6,Indian,27.13,24.23
2348.64,197.92,10,78,134,6,Thriller,English,3,Hollywood,5627.3,19231.06
11.37,6.76,4,43,101,3,Fantasy/Adventure,Telugu,4,Indian,25.18,20.79
62.73,10.08,5,68,132,6,Sci-Fi/Action,English,1,Indian,133.99,142.25
78.83,25.81,1,60,130,4,Thriller,Hindi,4,Indian,164.51,99.97
53.17,2.72,10,61,131,9,Historical Epic,Telugu,0,Indian,135.8,51.37
16.0,7.09,10,57,152,5,Thriller,Hindi,0,Indian,48.54,18.89
19.33,3.05,5,81,105,8,Horror/Thriller,Hindi,0,Indian,39.8,16.5
55.6,5.61,5,64,124,6,Thriller,Hindi,2,Indian,108.55,59.49
3.78,9.64,5,61,146,4,Superhero,Hindi,4,Indian,38.41,22.25
38.05,0.5,6,67,119,7,Horror/Thriller,Telugu,3,Indian,59.1,33.52
48.12,1.38,9,40,149,3,Historical Epic,Others,3,Indian,75.95,50.45
31.52,8.53,1,64,158,7,Historical Epic,Tamil,0,Indian,80.25,38.09
54.12,22.03,6,78,151,4,Horror/Thriller,Others,0,Indian,72.07,41.35
49.52,8.6,3,73,141,7,Animated,Tamil,6,Indian,97.16,91.06
17.68,0.5,7,39,107,5,Thriller,Hindi,7,Indian,27.22,24.32
99.68,16.88,6,57,132,2,Historical Epic,English,6,Hollywood,121.12,584.94
22.16,6.24,12,76,161,5,Action (Masala),Others,3,Indian,67.92,60.33
255.75,42.01,3,74,139,4,Rom-Com,Hindi,0,Indian,437.75,157.36
22.9,6.53,6,72,119,7,Fantasy/Adventure,Hindi,4,Indian,54.51,37.66
4.76,0.5,8,51,111,5,Thriller,Tamil,3,Indian,7.86,28.65
13.35,0.51,12,64,147,6,Historical Epic,Telugu,5,Indian,45.98,30.84
646.3,132.44,6,87,92,3,Animated,English,6,Hollywood,691.58,3100.98
10.08,6.45,2,66,120,5,Horror/Thriller,Hindi,1,Indian,19.06,10.12
22.76,1.92,11,78,129,9,Historical Epic,Hindi,0,Indian,67.41,35.17
54.5,2.22,9,56,146,5,Thriller,Hindi,6,Indian,75.61,265.44
437.39,55.77,5,85,130,9,Thriller,English,6,Hollywood,575.38,1198.12
14.6,0.5,11,59,139,6,Fantasy/Adventure,Tamil,1,Indian,34.16,18.1
764.97,200.63,4,57,129,3,Historical Epic,English,6,Hollywood,976.73,3605.47
8.59,0.5,5,35,148,4,Rom-Com,Hindi,3,Indian,17.18,10.14
9.81,2.63,11,68,114,5,Action (Masala),Hindi,2,Indian,30.79,20.06
59.49,19.18,1,67,138,5,Thriller,Hindi,7,Indian,138.6,98.38
84.38,17.68,7,90,110,7,Superhero,Hindi,0,Indian,1756.05,179.52
18.75,8.26,11,58,140,3,Action (Masala),Others,5,Indian,62.53,39.33
266.28,70.71,5,50,146,4,Rom-Com,English,5,Hollywood,288.36,1104.75
18.08,6.04,11,45,100,3,Thriller,Others,0,Indian,25.31,19.23
68.1,13.45,7,76,173,4,Thriller,Hindi,4,Indian,130.82,91.09
3.27,0.5,8,79,149,8,Rom-Com,English,3,Indian,9.38,8.12
997.96,200.47,4,85,152,8,Superhero,English,3,Hollywood,1308.5,9385.68
5.93,2.47,6,70,156,6,Animated,Hindi,4,Indian,15.77,11.08
3.77,1.0,3,44,109,3,Drama,Telugu,2,Indian,4.91,3.42
18.77,2.62,6,52,188,1,Superhero,Telugu,3,Indian,31.59,40.25
29.78,0.68,9,53,126,5,Animated,Telugu,4,Indian,52.66,26.11
27.67,4.37,9,43,135,4,Superhero,Telugu,2,Indian,65.23,47.8
62.93,11.68,4,68,165,4,Horror/Thriller,Telugu,3,Indian,74.42,50.64
794.76,82.35,11,68,147,5,Rom-Com,English,6,Hollywood,428.35,2863.3
177.19,17.92,6,62,110,3,Drama,English,4,Hollywood,137.4,489.78
3.33,0.5,2,46,165,2,Action (Masala),Hindi,7,Indian,6.86,9.24
9.11,2.53,3,47,127,4,Animated,Hindi,4,Indian,17.71,11.58
39.53,16.08,2,65,125,4,Thriller,Hindi,1,Indian,51.56,50.42
624.61,86.05,11,62,149,4,Action (Masala),English,9,Hollywood,513.13,2040.28
38.81,7.1,6,55,135,5,Sci-Fi/Action,Hindi,0,Indian,111.86,41.17
38.42,10.29,6,77,127,7,Action (Masala),Others,0,Indian,148.63,44.49
4.99,0.5,2,89,128,10,Animated,Tamil,5,Indian,15.25,8.92
11.06,0.94,12,58,183,1,Rom-Com,English,3,Indian,16.85,23.1
494.06,85.87,6,58,133,1,Fantasy/Adventure,English,7,Hollywood,233.39,2546.69
33.77,5.22,10,98,122,8,Fantasy/Adventure,Telugu,7,Indian,120.1,133.02
443.69,55.72,3,58,126,6,Horror/Thriller,English,5,Hollywood,405.15,848.32
77.25,20.19,4,71,134,7,Rom-Com,Hindi,4,Indian,163.21,84.93
61.31,13.24,8,76,159,6,Rom-Com,Telugu,7,Indian,129.67,108.5
28.97,7.69,6,63,124,5,Action (Masala),Telugu,3,Indian,72.57,55.93
9.43,0.5,3,56,163,6,Animated,Hindi,6,Indian,19.88,17.77
3.05,2.72,10,74,143,9,Horror/Thriller,Hindi,0,Indian,10.25,5.87
78.96,21.46,4,68,130,5,Animated,Telugu,3,Indian,169.31,128.23
14.73,3.79,4,37,163,2,Historical Epic,Hindi,0,Indian,27.65,18.69
62.37,21.14,1,90,145,6,Superhero,Others,3,Indian,193.34,174.09
22.03,1.52,3,58,135,9,Action (Masala),Tamil,5,Indian,85.8,36.78
58.93,11.83,4,58,131,4,Superhero,Hindi,3,Indian,130.14,124.17
43.33,1.05,8,48,158,2,Action (Masala),English,4,Hollywood,48.69,229.19
17.0,5.25,3,59,129,3,Drama,Hindi,0,Indian,31.81,11.56
1141.58,233.03,5,76,122,5,Action (Masala),English,4,Hollywood,2436.8,10839.62
2.0,0.57,1,31,140,3,Superhero,Hindi,4,Indian,4.36,5.92
59.61,12.83,5,70,156,5,Sci-Fi/Action,Hindi,1,Indian,181.82,79.86
518.97,45.95,7,71,154,6,Horror/Thriller,English,6,Hollywood,285.22,1329.04
982.64,47.22,9,69,121,3,Horror/Thriller,English,5,Hollywood,310.7,3692.95
31.32,1.79,5,80,137,5,Animated,English,3,Indian,97.15,68.37
470.57,95.51,9,74,149,9,Fantasy/Adventure,English,4,Hollywood,493.37,2480.3
2172.99,545.63,8,61,166,5,Thriller,English,6,Hollywood,1058.14,3521.37
90.73,3.92,2,92,133,5,Drama,English,3,Indian,183.27,157.72
38.33,8.01,12,84,130,7,Rom-Com,Hindi,4,Indian,105.21,62.25
127.74,21.07,8,41,100,1,Horror/Thriller,English,3,Hollywood,57.09,257.56
78.98,23.02,2,78,136,7,Rom-Com,Telugu,4,Indian,170.61,121.75
63.79,12.55,9,64,150,7,Sci-Fi/Action,English,3,Indian,158.37,117.18
46.28,4.93,4,99,132,8,Sci-Fi/Action,Others,5,Indian,186.01,88.2
162.03,27.88,2,66,115,5,Drama,Tamil,6,Indian,272.67,226.91
